name;rating;genre;year;votes;director;writer;star;country;budget;gross;company;;
Mr. Holmes;PG;Drama;2015;62000.0;Bill Condon;Mitch Cullin;Ian McKellen;United Kingdom;11000000.0;29355203.0;Miramax;;
45 Years;R;Drama;2015;32000.0;Andrew Haigh;Andrew Haigh;Charlotte Rampling;United Kingdom;;14430249.0;BFI Film Fund;;
Mother's Day;PG-13;Comedy;2016;35000.0;Garry Marshall;Anya Kochoff;Jennifer Aniston;United States;25000000.0;48782670.0;Open Road Films (II);;
The Magnificent Seven;PG-13;Action;2016;191000.0;Antoine Fuqua;Akira Kurosawa;Denzel Washington;United States;90000000.0;162360636.0;Metro-Goldwyn-Mayer (MGM);;
Captain America: Civil War;PG-13;Action;2016;694000.0;Anthony Russo;Christopher Markus;Chris Evans;United States;250000000.0;1153337496.0;Marvel Studios;;
Don't Breathe;R;Crime;2016;235000.0;Fede Alvarez;Fede Alvarez;Stephen Lang;United States;9900000.0;157830487.0;Screen Gems;;
A United Kingdom;PG-13;Biography;2016;15000.0;Amma Asante;Guy Hibbert;David Oyelowo;Czech Republic;14000000.0;14459330.0;Fox Searchlight Pictures;;
Julieta;R;Drama;2016;30000.0;Pedro Almod��var;Pedro Almod��var;Emma Su��rez;Spain;;22546233.0;Echo Lake Entertainment;;
Buster's Mal Heart;Unrated;Crime;2016;9400.0;Sarah Adina Smith;Sarah Adina Smith;Rami Malek;United States;;73121.0;Everything Is Everything;;
Complete Unknown;R;Drama;2016;5800.0;Joshua Marston;Joshua Marston;Erin Darke;United States;;217473.0;Parts and Labor;;
This Beautiful Fantastic;PG;Comedy;2016;10000.0;Simon Aboud;Simon Aboud;Jessica Brown Findlay;United Kingdom;;353808.0;Ipso Facto Productions;;
Incarnate;PG-13;Horror;2016;12000.0;Brad Peyton;Ronnie Christensen;Aaron Eckhart;United States;5000000.0;9037058.0;IM Global;;
The Innocents;PG-13;Drama;2016;10000.0;Anne Fontaine;Sabrina B. Karine;Lou de La��ge;France;;7400324.0;Mandarin Films;;
Thor: Ragnarok;PG-13;Action;2017;628000.0;Taika Waititi;Eric Pearson;Chris Hemsworth;United States;180000000.0;853983911.0;Walt Disney Pictures;;
Darkest Hour;PG-13;Biography;2017;179000.0;Joe Wright;Anthony McCarten;Gary Oldman;United Kingdom;30000000.0;150847274.0;Focus Features;;
The Hitman's Bodyguard;R;Action;2017;203000.0;Patrick Hughes;Tom O'Connor;Ryan Reynolds;United States;30000000.0;176600207.0;Summit Entertainment;;
It;R;Horror;2017;478000.0;Andy Muschietti;Chase Palmer;Bill Skarsg��rd;United States;35000000.0;701796444.0;New Line Cinema;;
Spider-Man: Homecoming;PG-13;Action;2017;540000.0;Jon Watts;Jonathan Goldstein;Tom Holland;United States;175000000.0;880166924.0;Columbia Pictures;;
Blade Runner 2049;R;Action;2017;486000.0;Denis Villeneuve;Hampton Fancher;Harrison Ford;United States;150000000.0;259334548.0;Alcon Entertainment;;
Guardians of the Galaxy Vol. 2;PG-13;Action;2017;596000.0;James Gunn;James Gunn;Chris Pratt;United States;200000000.0;863756051.0;Marvel Studios;;
Jumanji: Welcome to the Jungle;PG-13;Action;2017;336000.0;Jake Kasdan;Chris McKenna;Dwayne Johnson;United States;90000000.0;962542945.0;Columbia Pictures;;
Baywatch;R;Action;2017;170000.0;Seth Gordon;Michael Berk;Dwayne Johnson;United Kingdom;69000000.0;177856751.0;Paramount Pictures;;
Home Again;PG-13;Comedy;2017;30000.0;Hallie Meyers-Shyer;Hallie Meyers-Shyer;Reese Witherspoon;United States;12000000.0;37270721.0;Black Bicycle Entertainment;;
The Fate of the Furious;PG-13;Action;2017;214000.0;F. Gary Gray;Gary Scott Thompson;Vin Diesel;China;250000000.0;1236005118.0;Universal Pictures;;
Get Out;R;Horror;2017;517000.0;Jordan Peele;Jordan Peele;Daniel Kaluuya;United States;4500000.0;255589157.0;Universal Pictures;;
Dunkirk;PG-13;Action;2017;582000.0;Christopher Nolan;Christopher Nolan;Fionn Whitehead;United Kingdom;100000000.0;527016307.0;Syncopy;;
Baby Driver;R;Action;2017;466000.0;Edgar Wright;Edgar Wright;Ansel Elgort;United Kingdom;34000000.0;226945087.0;TriStar Pictures;;
Logan;R;Action;2017;674000.0;James Mangold;James Mangold;Hugh Jackman;United States;97000000.0;619179950.0;Twentieth Century Fox;;
Wonder Woman;PG-13;Action;2017;600000.0;Patty Jenkins;Allan Heinberg;Gal Gadot;United States;149000000.0;822824522.0;Warner Bros.;;
Alien: Covenant;R;Horror;2017;261000.0;Ridley Scott;Dan O'Bannon;Michael Fassbender;United States;97000000.0;240891763.0;Twentieth Century Fox;;
John Wick: Chapter 2;R;Action;2017;385000.0;Chad Stahelski;Derek Kolstad;Keanu Reeves;United States;40000000.0;171547802.0;Summit Entertainment;;
Wonder;PG;Drama;2017;150000.0;Stephen Chbosky;Stephen Chbosky;Jacob Tremblay;United States;20000000.0;306209289.0;Lionsgate;;
Justice League;PG-13;Action;2017;418000.0;Zack Snyder;Jerry Siegel;Ben Affleck;United States;300000000.0;657926987.0;Warner Bros.;;
Mother!;R;Drama;2017;200000.0;Darren Aronofsky;Darren Aronofsky;Jennifer Lawrence;United States;30000000.0;44516999.0;Paramount Pictures;;
Pirates of the Caribbean: Dead Men Tell No Tales;PG-13;Action;2017;275000.0;Joachim R��nning;Jeff Nathanson;Johnny Depp;United States;230000000.0;794881442.0;Walt Disney Pictures;;
The Shape of Water;R;Adventure;2017;386000.0;Guillermo del Toro;Guillermo del Toro;Sally Hawkins;United States;19400000.0;195333312.0;Double Dare You (DDY);;
Disobedience;R;Drama;2017;27000.0;Sebasti��n Lelio;Sebasti��n Lelio;Rachel Weisz;Ireland;6000000.0;8003180.0;Braven Films;;
Kong: Skull Island;PG-13;Action;2017;293000.0;Jordan Vogt-Roberts;Dan Gilroy;Tom Hiddleston;United States;185000000.0;566652812.0;Warner Bros.;;
Kingsman: The Golden Circle;R;Action;2017;286000.0;Matthew Vaughn;Jane Goldman;Taron Egerton;United Kingdom;104000000.0;410902662.0;Twentieth Century Fox;;
Three Billboards Outside Ebbing;0.6666666666666666;R;Comedy;December 1, 2017 (United States);456000.0;Martin McDonagh;Martin McDonagh;Frances McDormand;United Kingdom;15000000.0;160192267.0;115.0;
Beast;R;Crime;2017;11000.0;Michael Pearce;Michael Pearce;Jessie Buckley;United Kingdom;;1744071.0;Agile Films;;
I;0.6730769230769231;R;Biography;January 19, 2018 (United States);193000.0;Craig Gillespie;Steven Rogers;Margot Robbie;United States;11000000.0;53939297.0;119.0;
Atomic Blonde;R;Action;2017;182000.0;David Leitch;Kurt Johnstad;Charlize Theron;United States;30000000.0;100014025.0;Focus Features;;
Wind River;R;Crime;2017;217000.0;Taylor Sheridan;Taylor Sheridan;Elizabeth Olsen;United Kingdom;11000000.0;43980821.0;Acacia Filmed Entertainment;;
Murder on the Orient Express;PG-13;Crime;2017;221000.0;Kenneth Branagh;Michael Green;Kenneth Branagh;Malta;55000000.0;352794081.0;Twentieth Century Fox;;
King Arthur: Legend of the Sword;PG-13;Action;2017;200000.0;Guy Ritchie;Joby Harold;Charlie Hunnam;United Kingdom;175000000.0;148675066.0;Warner Bros.;;
Lady Bird;R;Comedy;2017;254000.0;Greta Gerwig;Greta Gerwig;Saoirse Ronan;United States;10000000.0;78966486.0;IAC Films;;
The Killing of a Sacred Deer;R;Drama;2017;132000.0;Yorgos Lanthimos;Yorgos Lanthimos;Barry G. Bernson;Ireland;;7027336.0;Element Pictures;;
Logan Lucky;PG-13;Comedy;2017;137000.0;Steven Soderbergh;Jules Asner;Channing Tatum;United States;29000000.0;48453605.0;Fingerprint Releasing;;
Fifty Shades Darker;R;Drama;2017;95000.0;James Foley;Niall Leonard;Dakota Johnson;United States;55000000.0;381545846.0;Universal Pictures;;
Happy Death Day;PG-13;Comedy;2017;124000.0;Christopher Landon;Scott Lobdell;Jessica Rothe;United States;4800000.0;125479266.0;Universal Pictures;;
Transformers: The Last Knight;PG-13;Action;2017;140000.0;Michael Bay;Art Marcum;Mark Wahlberg;United States;217000000.0;605425157.0;Paramount Pictures;;
Good Time;R;Crime;2017;100000.0;Benny Safdie;Ronald Bronstein;Robert Pattinson;United States;4500000.0;3283369.0;Elara Pictures;;
Ghost in the Shell;TV-MA;Animation;1995;133000.0;Mamoru Oshii;Shirow Masamune;Atsuko Tanaka;Japan;;516540.0;K��dansha;;
Ghost in the Shell;PG-13;Action;2017;202000.0;Rupert Sanders;Shirow Masamune;Scarlett Johansson;United States;110000000.0;169846945.0;Paramount Pictures;;
Molly's Game;R;Biography;2017;153000.0;Aaron Sorkin;Aaron Sorkin;Jessica Chastain;China;30000000.0;59284015.0;STX Entertainment;;
Hostiles;R;Drama;2017;76000.0;Scott Cooper;Scott Cooper;Scott Shepherd;United States;39000000.0;35669017.0;Grisbi Productions, Le;;
Valerian and the City of a Thousand Planets;PG-13;Action;2017;168000.0;Luc Besson;Pierre Christin;Dane DeHaan;France;177200000.0;225973340.0;EuropaCorp;;
The Dark Tower;PG-13;Action;2017;131000.0;Nikolaj Arcel;Akiva Goldsman;Idris Elba;United States;60000000.0;113231078.0;Columbia Pictures;;
Pitch Perfect 3;PG-13;Comedy;2017;58000.0;Trish Sie;Kay Cannon;Anna Kendrick;United States;45000000.0;185400345.0;Brownstone Entertainment (II);;
American Assassin;R;Action;2017;75000.0;Michael Cuesta;Stephen Schiff;Dylan O'Brien;United States;33000000.0;67234188.0;CBS Films;;
You Were Never Really Here;R;Crime;2017;109000.0;Lynne Ramsay;Lynne Ramsay;Joaquin Phoenix;United Kingdom;;9360514.0;Why Not Productions;;
The Florida Project;R;Drama;2017;101000.0;Sean Baker;Sean Baker;Brooklynn Prince;United States;2000000.0;10971298.0;Cre Film;;
Life;R;Comedy;1999;47000.0;Ted Demme;Robert Ramsey;Eddie Murphy;United States;80000000.0;73475268.0;Imagine Entertainment;;
Life;R;Horror;2017;213000.0;Daniel Espinosa;Rhett Reese;Jake Gyllenhaal;United Kingdom;58000000.0;100541806.0;Columbia Pictures;;
Gifted;PG-13;Drama;2017;105000.0;Marc Webb;Tom Flynn;Chris Evans;United States;7000000.0;43069254.0;Dayday Films;;
Phantom Thread;R;Drama;2017;118000.0;Paul Thomas Anderson;Paul Thomas Anderson;Vicky Krieps;United States;35000000.0;47756590.0;Focus Features;;
The Upside;PG-13;Comedy;2017;49000.0;Neil Burger;Jon Hartmere;Kevin Hart;United States;37500000.0;125856180.0;Escape Artists;;
Berlin Syndrome;R;Drama;2017;23000.0;Cate Shortland;Shaun Grant;Teresa Palmer;Australia;;397783.0;Aquarius Films;;
Annabelle: Creation;R;Horror;2017;120000.0;David F. Sandberg;Gary Dauberman;Anthony LaPaglia;United States;15000000.0;306515884.0;New Line Cinema;;
American Made;R;Action;2017;165000.0;Doug Liman;Gary Spinelli;Tom Cruise;United States;50000000.0;134866593.0;Cross Creek Pictures;;
War for the Planet of the Apes;PG-13;Action;2017;235000.0;Matt Reeves;Mark Bomback;Andy Serkis;United States;150000000.0;490719763.0;Twentieth Century Fox;;
Geostorm;PG-13;Action;2017;99000.0;Dean Devlin;Dean Devlin;Gerard Butler;United States;120000000.0;221600160.0;Warner Bros.;;
The Circle;PG-13;Drama;2017;87000.0;James Ponsoldt;James Ponsoldt;Emma Watson;United Arab Emirates;18000000.0;40656399.0;1978 Films;;
Rough Night;R;Comedy;2017;49000.0;Lucia Aniello;Lucia Aniello;Scarlett Johansson;United States;20000000.0;47347283.0;Paulilu Productions;;
xXx: Return of Xander Cage;PG-13;Action;2017;88000.0;D.J. Caruso;Rich Wilkes;Vin Diesel;China;85000000.0;346118277.0;Paramount Pictures;;
The Mummy;PG-13;Action;1999;401000.0;Stephen Sommers;Stephen Sommers;Brendan Fraser;United States;80000000.0;415933406.0;Universal Pictures;;
The Mummy;PG-13;Action;2017;177000.0;Alex Kurtzman;David Koepp;Tom Cruise;United States;125000000.0;409231607.0;Universal Pictures;;
CHIPS;R;Action;2017;44000.0;Dax Shepard;Rick Rosner;Michael Pe��a;United States;25000000.0;26800152.0;Primate Pictures;;
Only the Brave;PG-13;Action;2017;62000.0;Joseph Kosinski;Sean Flynn;Josh Brolin;United States;38000000.0;26351322.0;Columbia Pictures;;
The Beguiled;R;Drama;2017;54000.0;Sofia Coppola;Sofia Coppola;Nicole Kidman;United States;10500000.0;27869129.0;American Zoetrope;;
The Glass Castle;PG-13;Biography;2017;31000.0;Destin Daniel Cretton;Destin Daniel Cretton;Brie Larson;United States;9000000.0;22088533.0;Lionsgate;;
Papillon;R;Adventure;2017;63000.0;Michael Noer;Aaron Guzikowski;Charlie Hunnam;United States;;10060903.0;Czech Anglo Productions;;
The Big Sick;R;Comedy;2017;126000.0;Michael Showalter;Emily V. Gordon;Kumail Nanjiani;United States;5000000.0;56411585.0;Apatow Productions;;
The Endless;Not Rated;Drama;2017;37000.0;Justin Benson;Justin Benson;Aaron Moorhead;United States;;956425.0;Snowfort Pictures;;
Thoroughbreds;R;Comedy;2017;38000.0;Cory Finley;Cory Finley;Olivia Cooke;United States;6000000.0;3187255.0;B Story;;
The Foreigner;R;Action;2017;106000.0;Martin Campbell;David Marconi;Katie Leung;United Kingdom;35000000.0;145418070.0;STX Entertainment;;
Revenge;R;Action;1990;17000.0;Tony Scott;Jim Harrison;Kevin Costner;United States;22000000.0;15645616.0;New World Pictures;;
Revenge;R;Action;2017;39000.0;Coralie Fargeat;Coralie Fargeat;Matilda Anna Ingrid Lutz;France;;913331.0;M.E.S. Productions;;
Jigsaw;R;Crime;2017;73000.0;Michael Spierig;Josh Stolberg;Matt Passmore;Canada;10000000.0;102952888.0;Twisted Pictures;;
The Snowman;R;Crime;2017;60000.0;Tomas Alfredson;Jo Nesb��;Michael Fassbender;United Kingdom;35000000.0;43155261.0;Universal Pictures;;
The Disaster Artist;R;Biography;2017;143000.0;James Franco;Scott Neustadter;James Franco;United States;10000000.0;29820616.0;Good Universe;;
47 Meters Down;PG-13;Adventure;2017;51000.0;Johannes Roberts;Johannes Roberts;Mandy Moore;United Kingdom;5300000.0;62198461.0;thefyzz;;
The Post;PG-13;Drama;2017;141000.0;Steven Spielberg;Liz Hannah;Meryl Streep;United States;50000000.0;180419231.0;Twentieth Century Fox;;
Everything;0.8181818181818182;PG-13;Drama;May 19, 2017 (United States);35000.0;Stella Meghie;J. Mills Goodloe;Amandla Stenberg;United States;10000000.0;61621140.0;96.0;
A Ghost Story;R;Drama;2017;64000.0;David Lowery;David Lowery;Casey Affleck;United States;100000.0;1951683.0;Sailor Bear;;
Sweet Virginia;R;Action;2017;9200.0;Jamie M. Dagg;Paul China;Jon Bernthal;Canada;;14725.0;Automatik Entertainment;;
Power Rangers;PG-13;Action;2017;104000.0;Dean Israelite;John Gatins;Dacre Montgomery;United States;100000000.0;142337240.0;Lionsgate;;
Lucky;Not Rated;Comedy;2017;21000.0;John Carroll Lynch;Logan Sparks;Harry Dean Stanton;United States;;2728446.0;Superlative Films;;
All the Money in the World;R;Biography;2017;79000.0;Ridley Scott;David Scarpa;Michelle Williams;United States;50000000.0;56996304.0;Imperative Entertainment;;
Suburbicon;R;Comedy;2017;42000.0;George Clooney;Joel Coen;Matt Damon;United Kingdom;25000000.0;12751667.0;Black Bear Pictures;;
It Comes at Night;R;Horror;2017;87000.0;Trey Edward Shults;Trey Edward Shults;Joel Edgerton;United States;5000000.0;19735344.0;Animal Kingdom;;
Before I Fall;PG-13;Drama;2017;48000.0;Ry Russo-Young;Maria Maggenti;Zoey Deutch;United States;5000000.0;16373843.0;Awesomeness Films;;
Lean on Pete;R;Adventure;2017;12000.0;Andrew Haigh;Andrew Haigh;Charlie Plummer;United Kingdom;;2443584.0;Film4;;
Take Me;TV-MA;Comedy;2017;4900.0;Pat Healy;Mike Makowsky;Pat Healy;United States;;2583.0;Duplass Brothers Productions;;
The Last Movie Star;R;Drama;2017;3700.0;Adam Rifkin;Adam Rifkin;Burt Reynolds;United States;;14410.0;Broken Twig Productions Inc.;;
Along With the Gods: The Two Worlds;Not Rated;Action;2017;13000.0;Yong-hwa Kim;Ho-min Ju;Ha Jung-woo;South Korea;;109383972.0;Dexter Studios;;
First Man;PG-13;Biography;2018;176000.0;Damien Chazelle;Josh Singer;Ryan Gosling;United States;59000000.0;105713218.0;Universal Pictures;;
Rampage;R;Drama;1987;2000.0;William Friedkin;William P. Wood;Michael Biehn;United States;7500000.0;796368.0;De Laurentiis Entertainment Group (DEG);;
Rampage;PG-13;Action;2018;151000.0;Brad Peyton;Ryan Engle;Dwayne Johnson;United States;120000000.0;428028233.0;New Line Cinema;;
Everybody Knows;R;Crime;2018;31000.0;Asghar Farhadi;Asghar Farhadi;Pen��lope Cruz;Spain;;19176163.0;Memento Films Production;;
Mid90s;R;Comedy;2018;54000.0;Jonah Hill;Jonah Hill;Sunny Suljic;United States;10000000.0;9303022.0;A24;;
Replicas;PG-13;Drama;2018;34000.0;Jeffrey Nachmanoff;Chad St. John;Keanu Reeves;United Kingdom;30000000.0;9330075.0;Company Films;;
Widows;R;Crime;2018;91000.0;Steve McQueen;Gillian Flynn;Viola Davis;United Kingdom;42000000.0;75984700.0;New Regency Productions;;
Burning;Not Rated;Drama;2018;54000.0;Chang-dong Lee;Jungmi Oh;Yoo Ah-in;South Korea;;7578063.0;Pine House Film;;
Searching;PG-13;Drama;2018;148000.0;Aneesh Chaganty;Aneesh Chaganty;John Cho;United States;880000.0;75462037.0;Screen Gems;;
Life Itself;R;Drama;2018;19000.0;Dan Fogelman;Dan Fogelman;Oscar Isaac;United States;10000000.0;7997774.0;FilmNation Entertainment;;
Blockers;R;Comedy;2018;74000.0;Kay Cannon;Brian Kehoe;Leslie Mann;United States;21000000.0;94019120.0;Point Grey Pictures;;
The Strangers: Prey at Night;R;Horror;2018;28000.0;Johannes Roberts;Bryan Bertino;Christina Hendricks;United States;5000000.0;31039126.0;Aviron Pictures;;
Peppermint;R;Action;2018;60000.0;Pierre Morel;Chad St. John;Jennifer Garner;Hong Kong;25000000.0;53918723.0;STX Films;;
Every Day;PG-13;Drama;2018;20000.0;Michael Sucsy;Jesse Andrews;Angourie Rice;Canada;4900000.0;10421847.0;Likely Story;;
Operation Finale;PG-13;Biography;2018;36000.0;Chris Weitz;Matthew Orton;Oscar Isaac;United States;24000000.0;17612099.0;Metro-Goldwyn-Mayer (MGM);;
Shoplifters;R;Crime;2018;68000.0;Hirokazu Koreeda;Hirokazu Koreeda;Lily Franky;Japan;;67999335.0;AOI Promotion;;
Blindspotting;R;Comedy;2018;29000.0;Carlos L��pez Estrada;Rafael Casal;Daveed Diggs;United States;;5006989.0;Snoot Entertainment;;
The Sisters Brothers;R;Crime;2018;58000.0;Jacques Audiard;Jacques Audiard;John C. Reilly;France;38000000.0;13143056.0;Why Not Productions;;
The Nightingale;R;Adventure;2018;24000.0;Jennifer Kent;Jennifer Kent;Aisling Franciosi;Australia;;988687.0;Causeway Films;;
Greta;R;Drama;2018;30000.0;Neil Jordan;Ray Wright;Isabelle Huppert;Ireland;;18653107.0;Sidney Kimmel Entertainment;;
I Feel Pretty;PG-13;Comedy;2018;51000.0;Abby Kohn;Abby Kohn;Amy Schumer;China;32000000.0;94539426.0;Huayi Brothers Pictures;;
Hotel Artemis;R;Action;2018;49000.0;Drew Pearce;Drew Pearce;Jodie Foster;United Kingdom;15000000.0;13313581.0;The Ink Factory;;
Slender Man;PG-13;Horror;2018;30000.0;Sylvain White;David Birke;Joey King;United States;10000000.0;51738549.0;Screen Gems;;
Trial by Fire;R;Biography;2018;7200.0;Edward Zwick;Geoffrey Fletcher;Jack O'Connell;United States;;148504.0;Flashlight Films;;
American Woman;R;Drama;2018;5800.0;Jake Scott;Brad Ingelsby;Sienna Miller;United Kingdom;;245416.0;Romulus Entertainment;;
Book Club;PG-13;Comedy;2018;26000.0;Bill Holderman;Bill Holderman;Diane Keaton;United States;10000000.0;104438188.0;Apartment Story;;
Slaughterhouse Rulez;R;Action;2018;13000.0;Crispian Mills;Crispian Mills;Jassa Ahluwalia;United Kingdom;;730762.0;Catalyst Global Media;;
Sorry to Bother You;R;Comedy;2018;69000.0;Boots Riley;Boots Riley;LaKeith Stanfield;United States;3200000.0;18170707.0;Cinereach;;
Pacific Rim: Uprising;PG-13;Action;2018;110000.0;Steven S. DeKnight;Steven S. DeKnight;John Boyega;United Kingdom;150000000.0;290930148.0;Legendary Entertainment;;
Holmes & Watson;PG-13;Comedy;2018;33000.0;Etan Cohen;Etan Cohen;Will Ferrell;United States;42000000.0;40466970.0;Columbia Pictures;;
The Darkest Minds;PG-13;Action;2018;30000.0;Jennifer Yuh Nelson;Chad Hodge;Amandla Stenberg;United States;34000000.0;41142379.0;21 Laps Entertainment;;
Cold War;R;Drama;2018;52000.0;Pawel Pawlikowski;Pawel Pawlikowski;Joanna Kulig;Poland;;20343051.0;Opus Film;;
Truth or Dare;PG-13;Horror;2018;50000.0;Jeff Wadlow;Michael Reisz;Lucy Hale;United States;3500000.0;95330710.0;Blumhouse Productions;;
Alpha;PG-13;Action;2018;58000.0;Albert Hughes;Daniele Sebastian Wiedenhaupt;Kodi Smit-McPhee;United States;51000000.0;98203196.0;Studio 8;;
At Eternity's Gate;PG-13;Biography;2018;31000.0;Julian Schnabel;Jean-Claude Carri��re;Willem Dafoe;Ireland;;11473638.0;CBS Films;;
Overboard;PG;Comedy;1987;55000.0;Garry Marshall;Leslie Dixon;Goldie Hawn;United States;22000000.0;26713187.0;Metro-Goldwyn-Mayer (MGM);;
Overboard;PG-13;Comedy;2018;36000.0;Rob Greenberg;Bob Fisher;Eugenio Derbez;United States;12000000.0;91244913.0;Metro-Goldwyn-Mayer (MGM);;
Summer of 84;Not Rated;Drama;2018;36000.0;Fran��ois Simard;Matt Leslie;Graham Verchere;Canada;;42027.0;Brightlight Pictures;;
Arctic;PG-13;Adventure;2018;46000.0;Joe Penna;Joe Penna;Mads Mikkelsen;Iceland;2000000.0;4165776.0;Armory Films;;
A Wrinkle in Time;PG;Adventure;2018;42000.0;Ava DuVernay;Jennifer Lee;Storm Reid;United States;100000000.0;132675864.0;Legend3D;;
London Fields;R;Crime;2018;7800.0;Mathew Cullen;Roberta Hanley;Amber Heard;United Kingdom;8000000.0;487420.0;Muse Productions;;
Andhadhun;Not Rated;Crime;2018;79000.0;Sriram Raghavan;Arijit Biswas;Ayushmann Khurrana;India;4500000.0;62475342.0;Matchbox Pictures;;
Hotel Mumbai;R;Action;2018;57000.0;Anthony Maras;John Collee;Dev Patel;Australia;;21315827.0;India Take One Productions;;
Life of the Party;PG-13;Comedy;2018;35000.0;Ben Falcone;Melissa McCarthy;Melissa McCarthy;United States;30000000.0;65859911.0;New Line Cinema;;
American Animals;R;Biography;2018;41000.0;Bart Layton;Bart Layton;Spencer Reinhard;United Kingdom;;4080073.0;Film4;;
The House with a Clock in Its Walls;PG;Comedy;2018;48000.0;Eli Roth;John Bellairs;Jack Black;United States;42000000.0;131523093.0;DreamWorks;;
Brian Banks;PG-13;Biography;2018;5400.0;Tom Shadyac;Doug Atchison;Aldis Hodge;United States;10000000.0;4376819.0;ShivHans Pictures;;
Gotti;R;Biography;2018;14000.0;Kevin Connolly;Leo Rossi;John Travolta;Canada;10000000.0;6412349.0;Emmett/Furla/Oasis Films (EFO Films);;
Destroyer;R;Action;2018;27000.0;Karyn Kusama;Phil Hay;Nicole Kidman;United States;9000000.0;5580940.0;Annapurna Pictures;;
We Have Always Lived in the Castle;Not Rated;Drama;2018;6100.0;Stacie Passon;Mark Kruger;Taissa Farmiga;United States;;62567.0;Mighty Engine;;
The Miseducation of Cameron Post;Not Rated;Drama;2018;20000.0;Desiree Akhavan;Desiree Akhavan;Chlo�� Grace Moretz;United States;;1474577.0;Beachside Films;;
Insidious: The Last Key;PG-13;Horror;2018;55000.0;Adam Robitel;Leigh Whannell;Lin Shaye;United States;10000000.0;167885588.0;Blumhouse Productions;;
Mary Magdalene;R;Biography;2018;9300.0;Garth Davis;Helen Edmundson;Rooney Mara;United Kingdom;;11710110.0;See-Saw Films;;
Don't Worry;0.7322834645669292;R;Biography;April 4, 2018 (France);24000.0;Gus Van Sant;John Callahan;Joaquin Phoenix;France;;4241656.0;114.0;
Can You Ever Forgive Me?;R;Biography;2018;49000.0;Marielle Heller;Nicole Holofcener;Melissa McCarthy;United States;10000000.0;12442161.0;Archer Gray;;
Unsane;R;Drama;2018;42000.0;Steven Soderbergh;Jonathan Bernstein;Claire Foy;United States;1500000.0;14293601.0;Fingerprint Releasing;;
Boy Erased;R;Biography;2018;35000.0;Joel Edgerton;Garrard Conley;Lucas Hedges;Australia;11000000.0;11853081.0;Focus Features;;
Johnny English Strikes Again;PG;Action;2018;67000.0;David Kerr;William Davies;Rowan Atkinson;United Kingdom;25000000.0;158972499.0;Universal Pictures;;
Skyscraper;PG-13;Action;2018;111000.0;Rawson Marshall Thurber;Rawson Marshall Thurber;Dwayne Johnson;United States;125000000.0;304868961.0;Legendary Entertainment;;
Wildlife;PG-13;Drama;2018;26000.0;Paul Dano;Paul Dano;Ed Oxenbould;United States;;3321367.0;June Pictures;;
The Old Man & the Gun;PG-13;Biography;2018;42000.0;David Lowery;David Lowery;Robert Redford;United States;;17860397.0;Fox Searchlight Pictures;;
Forever My Girl;PG;Comedy;2018;16000.0;Bethany Ashton Wolf;Bethany Ashton Wolf;Alex Roe;United States;3500000.0;16376066.0;LD Entertainment;;
On the Basis of Sex;PG-13;Biography;2018;31000.0;Mimi Leder;Daniel Stiepleman;Felicity Jones;United States;20000000.0;38755900.0;Alibaba Pictures;;
I Want to Eat Your Pancreas;Not Rated;Animation;2018;11000.0;Shin'ichir�� Ushijima;Yoru Sumino;Mahiro Takasugi;Japan;;33748006.0;ABC Animation;;
The Man Who Killed Don Quixote;Not Rated;Adventure;2018;17000.0;Terry Gilliam;Terry Gilliam;Jos�� Luis Ferrer;Spain;;2390383.0;Alacran Pictures;;
The Catcher Was a Spy;R;Biography;2018;8500.0;Ben Lewin;Robert Rodat;Paul Rudd;United States;14000000.0;953953.0;PalmStar Media;;
Welcome to Marwen;PG-13;Biography;2018;21000.0;Robert Zemeckis;Robert Zemeckis;Steve Carell;Japan;39000000.0;13061491.0;Universal Pictures;;
Bad Samaritan;R;Crime;2018;21000.0;Dean Devlin;Brandon Boyce;David Tennant;United States;;4623836.0;Electric Entertainment;;
Border;R;Crime;2018;26000.0;Ali Abbasi;John Ajvide Lindqvist;Eva Melander;Sweden;;2177678.0;Meta Film Stockholm;;
Gringo;R;Action;2018;28000.0;Nash Edgerton;Anthony Tambakis;Joel Edgerton;Australia;;11001627.0;Amazon Studios;;
Assassination Nation;R;Action;2018;17000.0;Sam Levinson;Sam Levinson;Odessa Young;United States;7000000.0;2584988.0;BRON Studios;;
Unfriended: Dark Web;R;Horror;2018;29000.0;Stephen Susco;Stephen Susco;Colin Woodell;United States;1000000.0;16024987.0;Bazelevs Production;;
The Nutcracker and the Four Realms;PG;Adventure;2018;30000.0;Lasse Hallstr��m;Ashleigh Powell;Mackenzie Foy;United States;120000000.0;173961069.0;Walt Disney Pictures;;
Little Italy;R;Comedy;2018;13000.0;Donald Petrie;Steve Galluccio;Emma Roberts;Canada;;1362536.0;Firsttake Entertainment;;
The Happytime Murders;R;Action;2018;26000.0;Brian Henson;Todd Berger;Melissa McCarthy;United States;40000000.0;27506452.0;STX Entertainment;;
