name;rating;genre;year;votes;director;writer;star;country;budget;gross;company;;
Max Payne;PG-13;Action;2008;123000.0;John Moore;Beau Thorne;Mark Wahlberg;United States;35000000.0;87066930.0;Abandon Entertainment;;
The Day the Earth Stood Still;PG-13;Drama;2008;165000.0;Scott Derrickson;David Scarpa;Keanu Reeves;United States;80000000.0;233093859.0;Twentieth Century Fox;;
The Spirit;PG-13;Action;2008;60000.0;Frank Miller;Frank Miller;Gabriel Macht;United States;60000000.0;39164441.0;Lionsgate;;
Ghost Town;PG-13;Comedy;2008;71000.0;David Koepp;David Koepp;Ricky Gervais;United States;20000000.0;27090159.0;DreamWorks;;
Bottle Shock;PG-13;Comedy;2008;16000.0;Randall Miller;Jody Savin;Chris Pine;United States;5000000.0;4629770.0;Shocking Bottle;;
The Rocker;PG-13;Comedy;2008;37000.0;Peter Cattaneo;Maya Forbes;Rainn Wilson;United States;15000000.0;8808935.0;Fox Atomic;;
Semi-Pro;R;Comedy;2008;80000.0;Kent Alterman;Scot Armstrong;Will Ferrell;United States;55000000.0;44004502.0;New Line Cinema;;
Repo! The Genetic Opera;R;Horror;2008;24000.0;Darren Lynn Bousman;Darren Smith;Paul Sorvino;United States;8500000.0;188126.0;Twisted Pictures;;
Outlander;R;Action;2008;73000.0;Howard McCain;Dirk Blackman;Jim Caviezel;United States;50000000.0;7034698.0;The Weinstein Company;;
Saw V;R;Crime;2008;118000.0;David Hackl;Patrick Melton;Scott Patterson;Canada;10800000.0;113864059.0;Twisted Pictures;;
Miss Pettigrew Lives for a Day;PG-13;Comedy;2008;27000.0;Bharat Nalluri;David Magee;Frances McDormand;United Kingdom;;16724933.0;Focus Features;;
Hunger;Not Rated;Biography;2008;68000.0;Steve McQueen;Enda Walsh;Stuart Graham;Ireland;;3185113.0;Film4;;
The Women;PG-13;Comedy;2008;21000.0;Diane English;Diane English;Meg Ryan;United States;16000000.0;50007546.0;Picturehouse;;
Choke;R;Comedy;2008;32000.0;Clark Gregg;Clark Gregg;Sam Rockwell;United States;3000000.0;3982459.0;Fox Searchlight Pictures;;
Doubt;PG-13;Drama;2008;124000.0;John Patrick Shanley;John Patrick Shanley;Meryl Streep;United States;20000000.0;51699984.0;Goodspeed Productions;;
10;0.55;PG-13;Action;March 7, 2008 (United States);127000.0;Roland Emmerich;Roland Emmerich;Camilla Belle;United States;105000000.0;269784201.0;109.0;
The Midnight Meat Train;R;Horror;2008;61000.0;Ry��hei Kitamura;Jeff Buhler;Vinnie Jones;United States;15000000.0;3534313.0;Lakeshore Entertainment;;
Drillbit Taylor;PG-13;Action;2008;59000.0;Steven Brill;Kristofor Brown;Owen Wilson;United States;40000000.0;49944325.0;Paramount Pictures;;
Made of Honor;PG-13;Comedy;2008;69000.0;Paul Weiland;Adam Sztykiel;Patrick Dempsey;United States;40000000.0;106407672.0;Columbia Pictures;;
What Happens in Vegas;PG-13;Comedy;2008;168000.0;Tom Vaughan;Dana Fox;Cameron Diaz;United States;35000000.0;219375562.0;Twentieth Century Fox;;
The Brothers Bloom;PG-13;Action;2008;49000.0;Rian Johnson;Rian Johnson;Rachel Weisz;United States;20000000.0;5530764.0;Endgame Entertainment;;
Inkheart;PG;Adventure;2008;75000.0;Iain Softley;David Lindsay-Abaire;Brendan Fraser;Germany;60000000.0;62803180.0;New Line Cinema;;
Appaloosa;R;Action;2008;59000.0;Ed Harris;Robert Knott;Ed Harris;United States;20000000.0;27712362.0;New Line Cinema;;
Vantage Point;PG-13;Action;2008;146000.0;Pete Travis;Barry L. Levy;Dennis Quaid;United States;40000000.0;152039882.0;Columbia Pictures;;
Untraceable;R;Crime;2008;48000.0;Gregory Hoblit;Robert Fyvolent;Diane Lane;United States;35000000.0;52933513.0;Screen Gems;;
Red Cliff;R;Action;2008;44000.0;John Woo;John Woo;Tony Chiu-Wai Leung;China;;129710514.0;Beijing Film Studio;;
Sunshine Cleaning;R;Comedy;2008;70000.0;Christine Jeffs;Megan Holley;Amy Adams;United States;8000000.0;16580250.0;Overture Films;;
How to Lose Friends & Alienate People;R;Biography;2008;68000.0;Robert B. Weide;Peter Straughan;Simon Pegg;United Kingdom;28000000.0;19152009.0;Number 9 Films;;
Transporter 3;PG-13;Action;2008;160000.0;Olivier Megaton;Luc Besson;Jason Statham;France;30000000.0;108979549.0;EuropaCorp;;
Prom Night;R;Horror;1980;16000.0;Paul Lynch;William Gray;Leslie Nielsen;Canada;;14796236.0;Guardian Trust Company;;
Prom Night;PG-13;Horror;2008;35000.0;Nelson McCormick;J.S. Cardone;Brittany Snow;United States;20000000.0;57197876.0;Screen Gems;;
Rachel Getting Married;R;Drama;2008;48000.0;Jonathan Demme;Jenny Lumet;Anne Hathaway;United States;;16937968.0;Armian Pictures;;
Righteous Kill;R;Crime;2008;86000.0;Jon Avnet;Russell Gewirtz;Robert De Niro;United States;60000000.0;79498846.0;Millennium Films;;
Leatherheads;PG-13;Comedy;2008;32000.0;George Clooney;Duncan Brantley;George Clooney;United States;58000000.0;41319039.0;Universal Pictures;;
Meet the Spartans;PG-13;Comedy;2008;103000.0;Jason Friedberg;Jason Friedberg;Sean Maguire;United States;30000000.0;85897593.0;New Regency Productions;;
Star Wars: The Clone Wars;PG;Animation;2008;61000.0;Dave Filoni;Henry Gilroy;Matt Lanter;United States;8500000.0;68282844.0;Lucasfilm Animation;;
Mirrors;R;Horror;2008;104000.0;Alexandre Aja;Alexandre Aja;Kiefer Sutherland;United States;35000000.0;78094714.0;New Regency Productions;;
Baby Mama;PG-13;Comedy;2008;43000.0;Michael McCullers;Michael McCullers;Tina Fey;United States;30000000.0;64444713.0;Broadway Video;;
Whip It;PG-13;Drama;2009;65000.0;Drew Barrymore;Shauna Cross;Elliot Page;United States;15000000.0;16691303.0;Fox Searchlight Pictures;;
Couples Retreat;PG-13;Comedy;2009;104000.0;Peter Billingsley;Jon Favreau;Vince Vaughn;United States;70000000.0;171844840.0;Universal Pictures;;
Ondine;PG-13;Drama;2009;20000.0;Neil Jordan;Neil Jordan;Colin Farrell;Ireland;12000000.0;1790061.0;Wayfare Entertainment;;
Drag Me to Hell;PG-13;Horror;2009;192000.0;Sam Raimi;Sam Raimi;Alison Lohman;United States;30000000.0;90842646.0;Universal Pictures;;
The Girl with the Dragon Tattoo;R;Crime;2009;211000.0;Niels Arden Oplev;Nikolaj Arcel;Michael Nyqvist;Sweden;13000000.0;104414200.0;Yellow Bird;;
The Girl with the Dragon Tattoo;R;Crime;2011;435000.0;David Fincher;Steven Zaillian;Daniel Craig;United States;90000000.0;232617430.0;Columbia Pictures;;
The Girl with the Dragon Tattoo;R;Crime;2009;211000.0;Niels Arden Oplev;Nikolaj Arcel;Michael Nyqvist;Sweden;13000000.0;104414200.0;Yellow Bird;;
The Girl with the Dragon Tattoo;R;Crime;2011;435000.0;David Fincher;Steven Zaillian;Daniel Craig;United States;90000000.0;232617430.0;Columbia Pictures;;
Extract;R;Comedy;2009;46000.0;Mike Judge;Mike Judge;Jason Bateman;United States;8000000.0;10848783.0;Ternion Pictures;;
The Men Who Stare at Goats;R;Comedy;2009;129000.0;Grant Heslov;Jon Ronson;Ewan McGregor;United States;25000000.0;69095771.0;BBC Films;;
Land of the Lost;PG-13;Action;2009;68000.0;Brad Silberling;Chris Henchy;Will Ferrell;United States;100000000.0;68777554.0;Universal Pictures;;
A Single Man;R;Drama;2009;108000.0;Tom Ford;Christopher Isherwood;Colin Firth;United States;7000000.0;24964890.0;Fade to Black Productions;;
Now & Later;Unrated;Drama;2009;1600.0;Philippe Diaz;Philippe Diaz;Keller Wortham;United States;;1808.0;Cinema Libre Studio;;
Pirate Radio;R;Comedy;2009;108000.0;Richard Curtis;Richard Curtis;Philip Seymour Hoffman;United Kingdom;50000000.0;36348784.0;Universal Pictures;;
Dragonball Evolution;PG;Action;2009;71000.0;James Wong;Ben Ramsey;Justin Chatwin;United States;30000000.0;55720772.0;Twentieth Century Fox;;
Spread;R;Comedy;2009;39000.0;David Mackenzie;Jason Hall;Ashton Kutcher;United States;;12035862.0;Barbarian Films;;
Case 39;R;Horror;2009;81000.0;Christian Alvart;Ray Wright;Ren��e Zellweger;United States;26000000.0;28190603.0;Paramount Vantage;;
The Taking of Pelham 123;R;Action;2009;189000.0;Tony Scott;Brian Helgeland;Denzel Washington;United States;100000000.0;150166126.0;Columbia Pictures;;
It's Complicated;R;Comedy;2009;88000.0;Nancy Meyers;Nancy Meyers;Meryl Streep;United States;85000000.0;219103655.0;Universal Pictures;;
Halloween II;R;Horror;1981;77000.0;Rick Rosenthal;John Carpenter;Jamie Lee Curtis;United States;2500000.0;25533818.0;Dino De Laurentiis Company;;
Halloween II;R;Horror;2009;50000.0;Rob Zombie;Rob Zombie;Scout Taylor-Compton;United States;15000000.0;39421467.0;Dimension Films;;
Chloe;R;Drama;2009;71000.0;Atom Egoyan;Erin Cressida Wilson;Julianne Moore;United States;14000000.0;13657649.0;StudioCanal;;
Agora;R;Adventure;2009;67000.0;Alejandro Amen��bar;Alejandro Amen��bar;Rachel Weisz;Spain;70000000.0;39457342.0;Mod Producciones;;
The Joneses;R;Comedy;2009;39000.0;Derrick Borte;Randy T. Dinzler;Demi Moore;United States;10000000.0;7043835.0;Echo Lake Entertainment;;
Daybreakers;R;Action;2009;124000.0;Michael Spierig;Michael Spierig;Ethan Hawke;Australia;20000000.0;51417188.0;Lionsgate;;
An Education;PG-13;Drama;2009;131000.0;Lone Scherfig;Lynn Barber;Carey Mulligan;United Kingdom;7500000.0;26096852.0;BBC Films;;
Crazy Heart;R;Drama;2009;86000.0;Scott Cooper;Scott Cooper;Jeff Bridges;United States;7000000.0;47405566.0;Fox Searchlight Pictures;;
Crank: High Voltage;R;Action;2009;143000.0;Mark Neveldine;Mark Neveldine;Jason Statham;United States;20000000.0;34572541.0;Lionsgate;;
The International;R;Action;2009;93000.0;Tom Tykwer;Eric Warren Singer;Clive Owen;United States;50000000.0;60253843.0;Columbia Pictures;;
The Uninvited;PG-13;Drama;2009;78000.0;Charles Guard;Craig Rosenberg;Emily Browning;United States;;41633384.0;Dreamworks Pictures;;
My Bloody Valentine;R;Horror;1981;19000.0;George Mihalka;Stephen A. Miller;Paul Kelman;Canada;;5672031.0;Canadian Film Development Corporation (CFDC);;
My Bloody Valentine;R;Horror;2009;55000.0;Patrick Lussier;Todd Farmer;Jensen Ackles;United States;15000000.0;100734718.0;Lionsgate;;
Julie & Julia;PG-13;Biography;2009;111000.0;Nora Ephron;Nora Ephron;Amy Adams;United States;40000000.0;129540522.0;Columbia Pictures;;
Confessions of a Shopaholic;PG;Comedy;2009;76000.0;P.J. Hogan;Tracey Jackson;Isla Fisher;United States;;108394089.0;Touchstone Pictures;;
Race to Witch Mountain;PG;Action;2009;57000.0;Andy Fickman;Matt Lopez;Dwayne Johnson;United States;65000000.0;106387141.0;Walt Disney Pictures;;
9;PG-13;Animation;2009;135000.0;Shane Acker;Pamela Pettler;Elijah Wood;United States;30000000.0;48428063.0;Focus Features;;
The Young Victoria;PG;Biography;2009;59000.0;Jean-Marc Vall��e;Julian Fellowes;Emily Blunt;United Kingdom;35000000.0;29196409.0;GK Films;;
Splice;R;Drama;2009;95000.0;Vincenzo Natali;Vincenzo Natali;Adrien Brody;Canada;30000000.0;27127620.0;Canal+;;
A Prophet;R;Crime;2009;95000.0;Jacques Audiard;Thomas Bidegain;Tahar Rahim;France;13000000.0;17874044.0;Why Not Productions;;
My Sister's Keeper;PG-13;Drama;2009;91000.0;Nick Cassavetes;Jeremy Leven;Cameron Diaz;United States;30000000.0;95714875.0;Curmudgeon Films;;
Bride Wars;PG;Comedy;2009;102000.0;Gary Winick;Greg DePaul;Kate Hudson;United States;30000000.0;115375850.0;Fox 2000 Pictures;;
Surrogates;PG-13;Action;2009;171000.0;Jonathan Mostow;Michael Ferris;Bruce Willis;United States;80000000.0;122444772.0;Touchstone Pictures;;
Valhalla Rising;Not Rated;Action;2009;57000.0;Nicolas Winding Refn;Nicolas Winding Refn;Mads Mikkelsen;Denmark;;282737.0;BBC Films;;
Funny People;R;Comedy;2009;116000.0;Judd Apatow;Judd Apatow;Adam Sandler;United States;75000000.0;71585235.0;Universal Pictures;;
Saw VI;R;Horror;2009;105000.0;Kevin Greutert;Patrick Melton;Tobin Bell;Canada;11000000.0;68234154.0;Twisted Pictures;;
Fish Tank;Not Rated;Drama;2009;60000.0;Andrea Arnold;Andrea Arnold;Katie Jarvis;Netherlands;3000000.0;2404300.0;BBC Films;;
Push;PG-13;Action;2009;107000.0;Paul McGuigan;David Bourla;Camilla Belle;United States;38000000.0;48858618.0;Summit Entertainment;;
After.Life;R;Drama;2009;37000.0;Agnieszka Wojtowicz-Vosloo;Agnieszka Wojtowicz-Vosloo;Christina Ricci;United States;4500000.0;2425535.0;Lleju Productions;;
Nine;PG-13;Drama;2009;43000.0;Rob Marshall;Michael Tolkin;Daniel Day-Lewis;United Kingdom;80000000.0;54004950.0;The Weinstein Company;;
Obsessed;PG-13;Drama;2009;31000.0;Steve Shill;David Loughery;Beyonc��;United States;20000000.0;73830347.0;Screen Gems;;
Paul Blart: Mall Cop;PG;Action;2009;105000.0;Steve Carr;Kevin James;Kevin James;United States;26000000.0;183348429.0;Columbia Pictures;;
The Box;PG-13;Drama;2009;90000.0;Richard Kelly;Richard Kelly;Cameron Diaz;United States;30000000.0;33334176.0;Warner Bros.;;
Everybody's Fine;PG-13;Drama;1990;3700.0;Giuseppe Tornatore;Massimo De Rita;Marcello Mastroianni;Italy;;1745470.0;Erre Produzioni;;
Everybody's Fine;PG-13;Adventure;2009;60000.0;Kirk Jones;Kirk Jones;Robert De Niro;United States;21000000.0;16443609.0;Miramax;;
I Love You;0.0;PG-13;Comedy;July 10, 2009 (United States);34000.0;Chris Columbus;Larry Doyle;Hayden Panettiere;United States;18000000.0;15821907.0;102.0;
The Unborn;R;Drama;1991;1100.0;Rodman Flender;John Brancato;Brooke Adams;United States;;1159578.0;Califilm;;
The Unborn;PG-13;Drama;2009;50000.0;David S. Goyer;David S. Goyer;Odette Annable;United States;16000000.0;76514050.0;Rogue Pictures;;
Thirst;R;Drama;2009;44000.0;Park Chan-Wook;��mile Zola;Kang-ho Song;South Korea;5000000.0;13085023.0;CJ Entertainment;;
Notorious;R;Biography;2009;42000.0;George Tillman Jr.;Reggie Rock Bythewood;Jamal Woolard;United States;20000000.0;44420167.0;Fox Searchlight Pictures;;
Serious Moonlight;R;Comedy;2009;8000.0;Cheryl Hines;Adrienne Shelly;Meg Ryan;United States;;348327.0;Night and Day Pictures;;
All About Steve;PG-13;Comedy;2009;40000.0;Phil Traill;Kim Barker;Sandra Bullock;United States;15000000.0;40105542.0;Fox 2000 Pictures;;
Old Dogs;PG;Comedy;2009;37000.0;Walt Becker;David Diamond;Robin Williams;United States;35000000.0;96753696.0;Walt Disney Pictures;;
Nowhere Boy;R;Biography;2009;36000.0;Sam Taylor-Johnson;Julia Baird;Aaron Taylor-Johnson;United Kingdom;;6577779.0;Ecosse Films;;
The Girlfriend Experience;R;Drama;2009;16000.0;Steven Soderbergh;David Levien;Sasha Grey;United States;1700000.0;1060941.0;Magnolia Pictures;;
The Girl Who Played with Fire;R;Action;2009;92000.0;Daniel Alfredson;Jonas Frykberg;Noomi Rapace;Sweden;;67153225.0;Yellow Bird;;
Ghosts of Girlfriends Past;PG-13;Comedy;2009;86000.0;Mark Waters;Jon Lucas;Matthew McConaughey;United States;37500000.0;102366815.0;Jon Shestack Productions;;
The Haunting in Connecticut;PG-13;Drama;2009;60000.0;Peter Cornwell;Adam Simon;Virginia Madsen;United States;10000000.0;77578320.0;Lionsgate;;
I Love You Phillip Morris;R;Biography;2009;93000.0;Glenn Ficarra;John Requa;Jim Carrey;France;13000000.0;20768906.0;EuropaCorp;;
Bad Lieutenant: Port of Call New Orleans;R;Crime;2009;75000.0;Werner Herzog;William M. Finkelstein;Nicolas Cage;United States;25000000.0;10606422.0;Millennium Films;;
Black Dynamite;R;Action;2009;47000.0;Scott Sanders;Michael Jai White;Michael Jai White;United States;2900000.0;296557.0;Destination Films;;
Brooklyn's Finest;R;Action;2009;62000.0;Antoine Fuqua;Michael C. Martin;Richard Gere;United States;17000000.0;45719985.0;Millennium Films;;
In the Loop;Not Rated;Comedy;2009;56000.0;Armando Iannucci;Jesse Armstrong;Tom Hollander;United Kingdom;;7787487.0;BBC Films;;
The Boondock Saints II: All Saints Day;R;Action;2009;62000.0;Troy Duffy;Troy Duffy;Sean Patrick Flanery;United States;8000000.0;10629321.0;Stage 6 Films;;
Whatever Works;PG-13;Comedy;2009;72000.0;Woody Allen;Woody Allen;Evan Rachel Wood;United States;15000000.0;36020534.0;Sony Pictures Classics;;
Alvin and the Chipmunks: the Squeakquel;PG;Animation;2009;45000.0;Betty Thomas;Jon Vitti;Jason Lee;United States;75000000.0;443140005.0;Fox 2000 Pictures;;
12 Rounds;PG-13;Action;2009;28000.0;Renny Harlin;Daniel Kunka;John Cena;United States;22000000.0;17280326.0;Fox Atomic;;
Survival of the Dead;R;Comedy;2009;21000.0;George A. Romero;George A. Romero;Alan Van Sprang;United States;4000000.0;386078.0;Blank of the Dead Productions;;
Fame;R;Drama;1980;21000.0;Alan Parker;Christopher Gore;Eddie Barth;United States;;21202829.0;Metro-Goldwyn-Mayer (MGM);;
Fame;PG;Comedy;2009;16000.0;Kevin Tancharoen;Allison Burnett;Kelsey Grammer;United States;18000000.0;77211836.0;Metro-Goldwyn-Mayer (MGM);;
I Am Love;R;Drama;2009;21000.0;Luca Guadagnino;Barbara Alberti;Tilda Swinton;Italy;;12014663.0;First Sun;;
The House of the Devil;R;Horror;2009;42000.0;Ti West;Ti West;Jocelin Donahue;United States;900000.0;101215.0;MPI Media Group;;
Astro Boy;PG;Animation;2009;34000.0;David Bowers;Osamu Tezuka;Freddie Highmore;Hong Kong;65000000.0;39886986.0;Imagi Animation Studios;;
Carriers;PG-13;Adventure;2009;45000.0;David Pastor;��lex Pastor;Chris Pine;United States;;5805279.0;Paramount Vantage;;
My Life in Ruins;PG-13;Comedy;2009;19000.0;Donald Petrie;Mike Reiss;Nia Vardalos;United States;17000000.0;20458873.0;26 Films;;
G-Force;PG;Animation;2009;44000.0;Hoyt Yeatman;Cormac Wibberley;Will Arnett;United States;150000000.0;292817898.0;Jerry Bruckheimer Films;;
Did You Hear About the Morgans?;PG-13;Comedy;2009;39000.0;Marc Lawrence;Marc Lawrence;Hugh Grant;United States;58000000.0;85280250.0;Columbia Pictures;;
Away We Go;R;Adventure;2009;52000.0;Sam Mendes;Dave Eggers;John Krasinski;United States;17000000.0;15779455.0;Focus Features;;
Love Happens;PG-13;Drama;2009;32000.0;Brandon Camp;Brandon Camp;Jennifer Aniston;United States;18000000.0;36088028.0;Universal Pictures;;
The Girl Who Kicked the Hornet's Nest;R;Crime;2009;69000.0;Daniel Alfredson;Jonas Frykberg;Michael Nyqvist;Sweden;;44276335.0;Film i V��st;;
Youth in Revolt;R;Comedy;2009;73000.0;Miguel Arteta;Gustin Nash;Michael Cera;United States;18000000.0;19651093.0;Dimension Films;;
Observe and Report;R;Comedy;2009;61000.0;Jody Hill;Jody Hill;Seth Rogen;United States;18000000.0;26973554.0;De Line Pictures;;
Bright Star;PG;Biography;2009;26000.0;Jane Campion;Jane Campion;Abbie Cornish;United Kingdom;8500000.0;14374652.0;Path�� Renn Productions;;
Harry Brown;R;Action;2009;85000.0;Daniel Barber;Gary Young;Michael Caine;United Kingdom;7300000.0;10371451.0;Marv Films;;
Duplicity;PG-13;Comedy;2009;49000.0;Tony Gilroy;Tony Gilroy;Julia Roberts;United States;60000000.0;78176181.0;Universal Pictures;;
The Pink Panther 2;PG;Action;2009;43000.0;Harald Zwart;Scott Neustadter;Steve Martin;United States;70000000.0;76025134.0;Metro-Goldwyn-Mayer (MGM);;
The Informant!;R;Biography;2009;64000.0;Steven Soderbergh;Scott Z. Burns;Matt Damon;United States;22000000.0;41771168.0;Warner Bros.;;
The Answer Man;R;Comedy;2009;6500.0;John Hindman;John Hindman;Jeff Daniels;United States;;26676.0;120dB Films;;
Planet 51;PG;Animation;2009;52000.0;Jorge Blanco;Joe Stillman;Dwayne Johnson;Spain;70000000.0;105647102.0;TriStar Pictures;;
Crossing Over;R;Crime;2009;23000.0;Wayne Kramer;Wayne Kramer;Harrison Ford;United States;19000000.0;3676533.0;The Weinstein Company;;
Madea Goes to Jail;PG-13;Comedy;2009;12000.0;Tyler Perry;Tyler Perry;Tyler Perry;United States;;90508336.0;The Tyler Perry Company;;
A Christmas Carol;PG;Animation;2009;106000.0;Robert Zemeckis;Charles Dickens;Jim Carrey;United States;200000000.0;325286646.0;Walt Disney Pictures;;
Sin Nombre;R;Adventure;2009;32000.0;Cary Joji Fukunaga;Cary Joji Fukunaga;Paulina Gaitan;Mexico;;5102705.0;Scion Films;;
City Island;PG-13;Comedy;2009;31000.0;Raymond De Felitta;Raymond De Felitta;Andy Garcia;United States;6000000.0;7878856.0;CineSon Entertainment;;
Coco Before Chanel;PG-13;Biography;2009;39000.0;Anne Fontaine;Edmonde Charles-Roux;Audrey Tautou;France;23000000.0;50812934.0;Haut et Court;;
Summer Wars;PG;Animation;2009;27000.0;Mamoru Hosoda;Mamoru Hosoda;Ry��nosuke Kamiki;Japan;;18434328.0;Madhouse;;
The Messenger;R;Drama;2009;34000.0;Oren Moverman;Alessandro Camon;Ben Foster;United States;6500000.0;1595417.0;Oscilloscope;;
The Soloist;PG-13;Biography;2009;52000.0;Joe Wright;Susannah Grant;Jamie Foxx;United Kingdom;60000000.0;38332994.0;Dreamworks Pictures;;
World's Greatest Dad;R;Comedy;2009;38000.0;Bobcat Goldthwait;Bobcat Goldthwait;Robin Williams;United States;;221805.0;Magnolia Pictures;;
Whiteout;R;Action;2009;38000.0;Dominic Sena;Jon Hoeber;Kate Beckinsale;United States;35000000.0;17976667.0;Warner Bros.;;
Paper Man;R;Comedy;2009;19000.0;Kieran Mulroney;Michele Mulroney;Jeff Daniels;United States;;13514.0;Artfire Films;;
Let Me In;R;Drama;2010;115000.0;Matt Reeves;Matt Reeves;Kodi Smit-McPhee;United Kingdom;20000000.0;27093592.0;Overture Films;;
Four Lions;R;Comedy;2010;74000.0;Christopher Morris;Christopher Morris;Will Adamsdale;United Kingdom;;6149356.0;Film4;;
MacGruber;R;Action;2010;43000.0;Jorma Taccone;Will Forte;Will Forte;United States;10000000.0;9322895.0;Broadway Video;;
Little White Lies;Not Rated;Comedy;2010;24000.0;Guillaume Canet;Guillaume Canet;Fran��ois Cluzet;France;;53319615.0;Tr��sor Films;;
Charlie St. Cloud;PG-13;Drama;2010;60000.0;Burr Steers;Craig Pearce;Zac Efron;United States;44000000.0;48190704.0;Universal Pictures;;
Vanishing on 7th Street;R;Horror;2010;25000.0;Brad Anderson;Anthony Jaswinski;Hayden Christensen;United States;10000000.0;1671196.0;Herrick Entertainment;;
Barney's Version;R;Comedy;2010;24000.0;Richard J. Lewis;Mordecai Richler;Paul Giamatti;Italy;30000000.0;12106921.0;Serendipity Point Films;;
The Conspirator;PG-13;Crime;2010;28000.0;Robert Redford;James D. Solomon;Robin Wright;United States;25000000.0;15625544.0;The American Film Company;;
Furry Vengeance;PG;Comedy;2010;16000.0;Roger Kumble;Michael Carnes;Brendan Fraser;United Kingdom;35000000.0;36351945.0;Summit Entertainment;;
The Tempest;PG-13;Comedy;2010;7500.0;Julie Taymor;Julie Taymor;Helen Mirren;United States;20000000.0;405861.0;Miramax;;
Henry's Crime;R;Comedy;2010;19000.0;Malcolm Venville;Sacha Gervasi;Keanu Reeves;United States;12000000.0;2169799.0;Company Films;;
Extraordinary Measures;PG;Drama;2010;16000.0;Tom Vaughan;Robert Nelson Jacobs;Brendan Fraser;United States;31000000.0;15134293.0;CBS Films;;
Yogi Bear;PG;Animation;2010;21000.0;Eric Brevig;Jennifer Ventimilia;Dan Aykroyd;United States;80000000.0;203509374.0;Warner Bros.;;
My Soul to Take;R;Horror;2010;20000.0;Wes Craven;Wes Craven;Max Thieriot;United States;25000000.0;21500813.0;Rogue;;
Elle s'appelait Sarah;PG-13;Drama;2010;17000.0;Gilles Paquet-Brenner;Tatiana De Rosnay;Kristin Scott Thomas;France;;24792815.0;Hugo Productions;;
The Warrior's Way;R;Action;2010;26000.0;Sngmoo Lee;Sngmoo Lee;Jang Dong-Gun;New Zealand;42000000.0;11103434.0;Rogue;;
The Trip;Not Rated;Comedy;2010;22000.0;Michael Winterbottom;;Steve Coogan;United Kingdom;;3945217.0;Baby Cow Productions;;
Hesher;R;Drama;2010;51000.0;Spencer Susser;Spencer Susser;Joseph Gordon-Levitt;United States;7000000.0;449702.0;The Last Picture Company;;
For Colored Girls;R;Drama;2010;7300.0;Tyler Perry;Tyler Perry;Janet Jackson;United States;21000000.0;37981984.0;Lionsgate;;
The Perfect Host;R;Comedy;2010;26000.0;Nick Tomnay;Nick Tomnay;David Hyde Pierce;United States;500000.0;453708.0;Stacey Testro International;;
Love Ranch;R;Biography;2010;3000.0;Taylor Hackford;Mark Jacobson;Helen Mirren;Germany;25000000.0;146149.0;Aramid Entertainment Fund;;
Love Crime;Not Rated;Crime;2010;5200.0;Alain Corneau;Alain Corneau;Ludivine Sagnier;France;;3696522.0;SBS Films;;
Passion Play;R;Drama;2010;7400.0;Mitch Glazer;Mitch Glazer;Mickey Rourke;United States;8000000.0;25603.0;Annapurna Productions;;
Kaboom;Not Rated;Comedy;2010;13000.0;Gregg Araki;Gregg Araki;Thomas Dekker;United States;;635162.0;Desperate Pictures;;
Everything Must Go;R;Drama;2010;49000.0;Dan Rush;Dan Rush;Will Ferrell;United States;5000000.0;2820490.0;Temple Hill Entertainment;;
Captain America: the First Avenger;PG-13;Action;2011;769000.0;Joe Johnston;Christopher Markus;Chris Evans;United States;140000000.0;370569774.0;Paramount Pictures;;
Thor;PG-13;Action;2011;772000.0;Kenneth Branagh;Ashley Miller;Chris Hemsworth;United States;150000000.0;449326618.0;Paramount Pictures;;
Take Shelter;R;Drama;2011;95000.0;Jeff Nichols;Jeff Nichols;Michael Shannon;United States;5000000.0;3741098.0;Hydraulx;;
Bridesmaids;R;Comedy;2011;276000.0;Paul Feig;Kristen Wiig;Kristen Wiig;United States;32500000.0;288383523.0;Universal Pictures;;
Fast Five;PG-13;Action;2011;362000.0;Justin Lin;Chris Morgan;Vin Diesel;United States;125000000.0;626137675.0;Universal Pictures;;
Midnight in Paris;PG-13;Comedy;2011;398000.0;Woody Allen;Woody Allen;Owen Wilson;Spain;17000000.0;151653750.0;Mediapro;;
Moneyball;PG-13;Biography;2011;385000.0;Bennett Miller;Steven Zaillian;Brad Pitt;United States;50000000.0;110206216.0;Columbia Pictures;;
Just Go with It;PG-13;Comedy;2011;227000.0;Dennis Dugan;Allan Loeb;Adam Sandler;United States;80000000.0;214945591.0;Columbia Pictures;;
The Intouchables;R;Biography;2011;785000.0;Olivier Nakache;Olivier Nakache;Fran��ois Cluzet;France;;426588510.0;Quad Productions;;
Drive;R;Crime;2011;587000.0;Nicolas Winding Refn;Hossein Amini;Ryan Gosling;United States;15000000.0;77187281.0;FilmDistrict;;
Green Lantern;PG-13;Action;2011;272000.0;Martin Campbell;Greg Berlanti;Ryan Reynolds;United States;200000000.0;219851172.0;Warner Bros.;;
The Cabin in the Woods;R;Horror;2011;387000.0;Drew Goddard;Joss Whedon;Kristen Connolly;United States;30000000.0;69935600.0;Lionsgate;;
The Help;PG-13;Drama;2011;436000.0;Tate Taylor;Tate Taylor;Emma Stone;United States;25000000.0;216639112.0;DreamWorks;;
Crazy;{'positive': 120, 'neutral': 107, 'negative': 23};0.8391608391608392;PG-13;2011;July 29, 2011 (United States);487000.0;Glenn Ficarra;Dan Fogelman;Steve Carell;United States;50000000.0;Carousel Productions (II);118.0
